UserID,UserCred,SharedNews,avgCred,deviation
User193,0.0,1,0.0,0.0
User191,0.0,1,0.0,0.0
User198,0.0,3,0.0,0.0
User194,0.0,1,0.0,0.0
User201,0.0,1,0.0,0.0
User204,0.0,1,0.0,0.0
User215,0.0,1,0.0,0.0
User209,0.0,1,0.0,0.0
User220,0.0,5,0.0,0.0
User216,0.0,1,0.0,0.0
User218,0.0,1,0.0,0.0
User219,0.0,1,0.0,0.0
User221,0.0,1,0.0,0.0
User226,0.0,1,0.0,0.0
User222,0.0,1,0.0,0.0
User223,0.0,1,0.0,0.0
User230,0.0,1,0.0,0.0
User232,0.0,1,0.0,0.0
User229,0.0,1,0.0,0.0
User207,0.0,1,0.0,0.0
User234,0.0,1,0.0,0.0
User236,0.0,1,0.0,0.0
User247,0.0,1,0.0,0.0
User246,0.0,1,0.0,0.0
User252,0.0,1,0.0,0.0
User251,0.0,1,0.0,0.0
User255,0.0,1,0.0,0.0
User253,0.0,1,0.0,0.0
User254,0.486,2,0.5,0.013999998569488525
User250,0.0,1,0.0,0.0
User228,0.0,1,0.0,0.0
User225,0.0,1,0.0,0.0
User257,0.0,1,0.0,0.0
User258,0.24,4,0.25,0.01000000536441803
User256,0.0,1,0.0,0.0
User262,0.0,1,0.0,0.0
User269,0.0,1,0.0,0.0
User266,0.0,1,0.0,0.0
User272,0.0,1,0.0,0.0
User271,0.0,1,0.0,0.0
User279,0.0,1,0.0,0.0
User280,0.0,1,0.0,0.0
User282,0.0,1,0.0,0.0
User265,0.0,1,0.0,0.0
User283,0.486,2,0.5,0.013999998569488525
User290,0.0,1,0.0,0.0
User289,0.0,1,0.0,0.0
User297,0.0,1,0.0,0.0
User301,0.0,1,0.0,0.0
User307,0.0,2,0.0,0.0
User300,0.0,1,0.0,0.0
User310,0.0,1,0.0,0.0
User314,0.0,1,0.0,0.0
User318,0.0,1,0.0,0.0
User324,0.0,3,0.0,0.0
User304,0.0,1,0.0,0.0
User321,0.0,1,0.0,0.0
User326,0.0,1,0.0,0.0
User335,0.015,3,0.0,0.014999999664723873
User332,0.0,1,0.0,0.0
User336,0.0,1,0.0,0.0
User341,0.0,1,0.0,0.0
User344,0.0,1,0.0,0.0
User327,0.0,3,0.0,0.0
User349,0.0,1,0.0,0.0
User352,0.0,1,0.0,0.0
User353,0.0,2,0.0,0.0
User357,0.037,3,0.0,0.03700000047683716
User356,0.0,1,0.0,0.0
User359,0.0,1,0.0,0.0
User362,0.0,1,0.0,0.0
User363,0.0,1,0.0,0.0
User364,0.486,2,0.5,0.013999998569488525
User366,0.0,1,0.0,0.0
User367,0.0,2,0.0,0.0
User373,0.486,2,0.5,0.013999998569488525
User372,0.0,2,0.0,0.0
User375,0.038,3,0.0,0.03799999877810478
User345,0.0,1,0.0,0.0
User382,0.0,1,0.0,0.0
User342,0.0,1,0.0,0.0
User378,0.0,1,0.0,0.0
User383,0.026,1,0.0,0.026000000536441803
User380,0.0,1,0.0,0.0
User385,0.0,1,0.0,0.0
User388,0.0,1,0.0,0.0
User386,0.0,1,0.0,0.0
User389,0.0,1,0.0,0.0
User398,0.0,2,0.0,0.0
User395,0.0,1,0.0,0.0
User392,0.0,1,0.0,0.0
User393,0.0,1,0.0,0.0
User401,0.0,1,0.0,0.0
User402,0.0,1,0.0,0.0
User400,0.0,1,0.0,0.0
User409,0.119,2,0.0,0.11900000274181366
User411,0.0,1,0.0,0.0
User412,0.0,1,0.0,0.0
User404,0.047,1,0.0,0.04699999839067459
User417,0.0,1,0.0,0.0
User414,0.0,2,0.0,0.0
User418,0.0,1,0.0,0.0
User421,0.0,2,0.0,0.0
User390,0.0,1,0.0,0.0
User428,0.025,2,0.0,0.02500000037252903
User424,0.078,1,0.0,0.07800000160932541
User434,0.0,1,0.0,0.0
User430,0.0,1,0.0,0.0
User437,0.0,1,0.0,0.0
User442,0.0,1,0.0,0.0
User446,0.0,1,0.0,0.0
User441,0.0,1,0.0,0.0
User447,0.0,1,0.0,0.0
User444,0.0,1,0.0,0.0
User450,0.0,1,0.0,0.0
User451,0.031,1,0.0,0.03099999949336052
User453,0.0,1,0.0,0.0
User431,0.0,1,0.0,0.0
User457,0.0,1,0.0,0.0
User454,0.0,1,0.0,0.0
User456,0.038,1,0.0,0.03799999877810478
User461,0.037,3,0.0,0.03700000047683716
User466,0.0,2,0.0,0.0
User464,0.0,1,0.0,0.0
User468,0.0,1,0.0,0.0
User473,0.0,1,0.0,0.0
User476,0.0,1,0.0,0.0
User460,0.0,1,0.0,0.0
User489,0.0,1,0.0,0.0
User487,0.0,1,0.0,0.0
User490,0.0,1,0.0,0.0
User492,0.0,1,0.0,0.0
User493,0.021,2,0.0,0.020999999716877937
User494,0.047,1,0.0,0.04699999839067459
User499,0.486,2,0.5,0.013999998569488525
User497,0.0,1,0.0,0.0
User504,0.321,3,0.33333334,0.012333333492279053
User503,0.0,1,0.0,0.0
User502,0.0,1,0.0,0.0
User510,0.0,1,0.0,0.0
User513,0.0,1,0.0,0.0
User514,0.0,3,0.0,0.0
User511,0.0,1,0.0,0.0
User520,0.0,1,0.0,0.0
User518,0.0,1,0.0,0.0
User485,0.11,1,0.0,0.10999999940395355
User526,0.0,1,0.0,0.0
User512,0.0,1,0.0,0.0
User527,0.0,1,0.0,0.0
User528,0.0,1,0.0,0.0
User533,0.0,1,0.0,0.0
User536,0.0,1,0.0,0.0
User517,0.0,1,0.0,0.0
User538,0.0,1,0.0,0.0
User545,0.015,3,0.0,0.014999999664723873
User542,0.0,1,0.0,0.0
User548,0.698,10,0.7,0.001999974250793457
User540,0.0,1,0.0,0.0
User539,0.486,2,0.5,0.013999998569488525
User549,0.0,2,0.0,0.0
User553,0.0,1,0.0,0.0
User557,0.0,1,0.0,0.0
User554,0.0,1,0.0,0.0
User558,0.306,2,0.0,0.3059999942779541
User560,0.0,1,0.0,0.0
User564,0.0,1,0.0,0.0
User561,0.0,1,0.0,0.0
User568,0.024,4,0.0,0.024000000208616257
User569,0.0,1,0.0,0.0
User580,0.0,1,0.0,0.0
User576,0.0,1,0.0,0.0
User581,0.0,3,0.0,0.0
User566,0.0,1,0.0,0.0
User585,0.739,4,0.75,0.010999977588653564
User588,0.0,1,0.0,0.0
User592,0.0,1,0.0,0.0
User597,0.486,2,0.5,0.013999998569488525
User591,0.0,1,0.0,0.0
User596,0.0,1,0.0,0.0
User598,0.072,2,0.0,0.07199999690055847
User595,0.0,1,0.0,0.0
User559,0.0,1,0.0,0.0
User601,0.0,1,0.0,0.0
User603,0.0,1,0.0,0.0
User604,0.0,1,0.0,0.0
User608,0.0,1,0.0,0.0
User609,0.0,1,0.0,0.0
User607,0.0,1,0.0,0.0
User606,0.0,1,0.0,0.0
User611,0.0,1,0.0,0.0
User610,0.0,1,0.0,0.0
User613,0.0,1,0.0,0.0
User615,0.0,1,0.0,0.0
User619,0.0,1,0.0,0.0
User621,0.0,1,0.0,0.0
User614,0.0,1,0.0,0.0
User626,0.017,2,0.0,0.017000000923871994
User623,0.0,1,0.0,0.0
User633,0.0,1,0.0,0.0
User584,0.0,1,0.0,0.0
User639,0.0,2,0.0,0.0
User643,0.0,1,0.0,0.0
User641,0.0,1,0.0,0.0
User647,0.0,1,0.0,0.0
User654,0.0,1,0.0,0.0
User646,0.0,1,0.0,0.0
User656,0.024,3,0.0,0.024000000208616257
User645,0.0,1,0.0,0.0
User661,0.25,5,0.2,0.04999999701976776
User642,0.0,1,0.0,0.0
User631,0.265,3,0.33333334,0.06833335757255554
User673,0.0,1,0.0,0.0
User670,0.031,2,0.0,0.03099999949336052
User664,0.031,1,0.0,0.03099999949336052
User681,0.0,1,0.0,0.0
User688,0.0,1,0.0,0.0
User663,0.0,2,0.0,0.0
User690,0.0,2,0.0,0.0
User666,0.0,1,0.0,0.0
User691,0.0,3,0.0,0.0
User697,0.0,1,0.0,0.0
User696,0.0,1,0.0,0.0
User685,0.0,1,0.0,0.0
User701,0.031,2,0.0,0.03099999949336052
User700,0.0,1,0.0,0.0
User705,0.0,1,0.0,0.0
User675,0.0,1,0.0,0.0
User711,0.0,1,0.0,0.0
User718,0.0,2,0.0,0.0
User724,0.0,1,0.0,0.0
User725,0.02,2,0.0,0.019999999552965164
User726,0.0,1,0.0,0.0
User727,0.0,1,0.0,0.0
User731,0.0,1,0.0,0.0
User704,0.0,1,0.0,0.0
User729,0.0,1,0.0,0.0
User736,0.0,1,0.0,0.0
User733,0.0,1,0.0,0.0
User740,0.0,1,0.0,0.0
User738,0.0,1,0.0,0.0
User742,0.047,1,0.0,0.04699999839067459
User732,0.0,1,0.0,0.0
User749,0.0,1,0.0,0.0
User722,0.0,1,0.0,0.0
User752,0.0,1,0.0,0.0
User751,0.0,1,0.0,0.0
User755,0.0,1,0.0,0.0
User754,0.0,1,0.0,0.0
User757,0.0,1,0.0,0.0
User762,0.031,1,0.0,0.03099999949336052
User758,0.0,1,0.0,0.0
User761,0.0,1,0.0,0.0
User764,0.0,1,0.0,0.0
User765,0.0,1,0.0,0.0
User767,0.0,1,0.0,0.0
User766,0.0,1,0.0,0.0
User770,0.0,1,0.0,0.0
User769,0.0,1,0.0,0.0
User772,0.031,1,0.0,0.03099999949336052
User773,0.0,1,0.0,0.0
User777,0.0,1,0.0,0.0
User779,0.0,1,0.0,0.0
User744,0.0,1,0.0,0.0
User784,0.047,1,0.0,0.04699999839067459
User789,0.0,1,0.0,0.0
User786,0.0,1,0.0,0.0
User796,0.284,4,0.25,0.034000009298324585
User792,0.0,1,0.0,0.0
User802,0.923,15,0.93333334,0.010333359241485596
User803,0.0,1,0.0,0.0
User807,0.0,1,0.0,0.0
User776,0.0,1,0.0,0.0
User804,0.0,1,0.0,0.0
User809,0.0,1,0.0,0.0
User812,0.0,2,0.0,0.0
User819,0.0,1,0.0,0.0
User813,0.0,1,0.0,0.0
User818,0.0,1,0.0,0.0
User822,0.0,1,0.0,0.0
User828,0.0,1,0.0,0.0
User832,0.0,5,0.0,0.0
User826,0.0,1,0.0,0.0
User835,0.0,1,0.0,0.0
User836,0.0,1,0.0,0.0
User838,0.024,3,0.0,0.024000000208616257
User839,0.0,2,0.0,0.0
User841,0.0,1,0.0,0.0
User845,0.0,2,0.0,0.0
User855,0.0,1,0.0,0.0
User857,0.0,1,0.0,0.0
User858,0.0,1,0.0,0.0
User854,0.0,1,0.0,0.0
User864,0.0,1,0.0,0.0
User863,0.0,1,0.0,0.0
User861,0.0,1,0.0,0.0
User865,0.0,1,0.0,0.0
User866,0.0,4,0.0,0.0
User830,0.047,1,0.0,0.04699999839067459
User868,0.046,3,0.0,0.04600000008940697
User867,0.0,1,0.0,0.0
User869,0.0,1,0.0,0.0
User873,0.0,1,0.0,0.0
User879,0.0,1,0.0,0.0
User872,0.0,1,0.0,0.0
User878,0.0,1,0.0,0.0
User881,0.0,1,0.0,0.0
User887,0.256,3,0.33333334,0.07733333110809326
User882,0.0,1,0.0,0.0
User889,0.0,1,0.0,0.0
User891,0.0,1,0.0,0.0
User888,0.0,1,0.0,0.0
User897,0.026,1,0.0,0.026000000536441803
User893,0.0,1,0.0,0.0
User909,0.11,1,0.0,0.10999999940395355
User905,0.0,1,0.0,0.0
User908,0.0,1,0.0,0.0
User914,0.0,1,0.0,0.0
User916,0.0,1,0.0,0.0
User912,0.0,1,0.0,0.0
User911,0.0,1,0.0,0.0
User903,0.0,1,0.0,0.0
User919,0.0,1,0.0,0.0
User921,0.0,1,0.0,0.0
User896,0.0,1,0.0,0.0
User924,0.0,1,0.0,0.0
User927,0.0,1,0.0,0.0
User928,0.031,1,0.0,0.03099999949336052
User930,0.354,2,0.5,0.1459999978542328
User934,0.0,1,0.0,0.0
User931,0.0,1,0.0,0.0
User933,0.0,1,0.0,0.0
User936,0.0,3,0.0,0.0
User935,0.0,1,0.0,0.0
User938,0.0,1,0.0,0.0
User937,0.0,1,0.0,0.0
User941,0.026,1,0.0,0.026000000536441803
User920,0.0,2,0.0,0.0
User942,0.008,4,0.0,0.00800000037997961
User946,0.0,2,0.0,0.0
User947,0.0,1,0.0,0.0
User954,0.0,3,0.0,0.0
User959,0.0,1,0.0,0.0
User964,0.0,1,0.0,0.0
User966,0.032,9,0.0,0.03200000151991844
User962,0.354,2,0.5,0.1459999978542328
User969,0.187,9,0.22222222,0.035222217440605164
User968,0.739,4,0.75,0.010999977588653564
User967,0.0,1,0.0,0.0
User971,0.023,7,0.0,0.023000000044703484
User970,0.052,1,0.0,0.052000001072883606
User973,0.0,2,0.0,0.0
User974,0.0,2,0.0,0.0
User977,0.0,1,0.0,0.0
User975,0.0,1,0.0,0.0
User980,0.0,1,0.0,0.0
User981,0.0,3,0.0,0.0
User978,0.0,1,0.0,0.0
User982,0.0,1,0.0,0.0
User987,0.0,1,0.0,0.0
User990,0.0,1,0.0,0.0
User983,0.0,1,0.0,0.0
User996,0.047,1,0.0,0.04699999839067459
User1001,0.029,2,0.0,0.028999999165534973
User997,0.0,1,0.0,0.0
User1003,0.0,1,0.0,0.0
User1005,0.0,1,0.0,0.0
User993,0.0,1,0.0,0.0
User1007,0.0,1,0.0,0.0
User1009,0.0,1,0.0,0.0
User1010,0.0,1,0.0,0.0
User1015,0.0,2,0.0,0.0
User1021,0.0,1,0.0,0.0
User1024,0.0,1,0.0,0.0
User1025,0.0,1,0.0,0.0
User1026,0.0,1,0.0,0.0
User1029,0.0,1,0.0,0.0
User1030,0.486,2,0.5,0.013999998569488525
User1031,0.0,1,0.0,0.0
User1034,0.0,1,0.0,0.0
User1033,0.0,1,0.0,0.0
User1036,0.0,2,0.0,0.0
User1035,0.047,1,0.0,0.04699999839067459
User1040,0.0,1,0.0,0.0
User1039,0.0,1,0.0,0.0
User1041,0.0,1,0.0,0.0
User1044,0.0,2,0.0,0.0
User1046,0.0,1,0.0,0.0
User1032,0.486,2,0.5,0.013999998569488525
User1048,0.0,1,0.0,0.0
User1054,0.0,1,0.0,0.0
User1045,0.0,1,0.0,0.0
User1056,0.0,1,0.0,0.0
User1061,0.0,1,0.0,0.0
User1057,0.0,1,0.0,0.0
User1060,0.0,1,0.0,0.0
User1065,0.0,1,0.0,0.0
User1064,0.0,1,0.0,0.0
User1069,0.0,1,0.0,0.0
User1067,0.0,1,0.0,0.0
User1068,0.0,1,0.0,0.0
User1073,0.0,1,0.0,0.0
User1074,0.0,1,0.0,0.0
User1077,0.031,1,0.0,0.03099999949336052
User1082,0.0,1,0.0,0.0
User1083,0.0,1,0.0,0.0
User1080,0.0,1,0.0,0.0
User1079,0.0,1,0.0,0.0
User1095,0.0,2,0.0,0.0
User1091,0.0,1,0.0,0.0
User1096,0.0,1,0.0,0.0
User1100,0.0,2,0.0,0.0
User1102,0.0,1,0.0,0.0
User1101,0.0,1,0.0,0.0
User1104,0.0,1,0.0,0.0
User1115,0.0,1,0.0,0.0
User1119,0.0,1,0.0,0.0
User1107,0.066,1,0.0,0.06599999964237213
User1121,0.0,1,0.0,0.0
User1106,0.0,1,0.0,0.0
User1124,0.0,1,0.0,0.0
User1128,0.0,1,0.0,0.0
User1125,0.0,1,0.0,0.0
User1133,0.0,1,0.0,0.0
User1137,0.0,1,0.0,0.0
User1136,0.0,1,0.0,0.0
User1138,0.0,1,0.0,0.0
User1143,0.0,1,0.0,0.0
User1139,0.0,1,0.0,0.0
User1127,0.606,2,0.5,0.10600000619888306
User1157,0.047,1,0.0,0.04699999839067459
User1160,0.0,1,0.0,0.0
User1159,0.0,1,0.0,0.0
User1163,0.037,4,0.0,0.03700000047683716
User1150,0.0,1,0.0,0.0
User1164,0.0,3,0.0,0.0
User1154,0.0,1,0.0,0.0
User1170,0.0,2,0.0,0.0
User1172,0.0,1,0.0,0.0
User1171,0.0,1,0.0,0.0
User1156,0.0,1,0.0,0.0
User1173,0.0,1,0.0,0.0
User1186,0.0,1,0.0,0.0
User1178,0.0,1,0.0,0.0
User1191,0.486,2,0.5,0.013999998569488525
User1181,0.0,1,0.0,0.0
User1193,0.0,1,0.0,0.0
User1196,0.0,1,0.0,0.0
User1198,0.081,1,0.0,0.08100000023841858
User1187,0.0,1,0.0,0.0
User1199,0.0,2,0.0,0.0
User1201,0.0,2,0.0,0.0
User1208,0.0,1,0.0,0.0
User1206,0.0,1,0.0,0.0
User1205,0.0,1,0.0,0.0
User1214,0.0,2,0.0,0.0
User1212,0.0,1,0.0,0.0
User1213,0.0,1,0.0,0.0
User1217,0.321,3,0.33333334,0.012333333492279053
User1223,0.0,3,0.0,0.0
User1226,0.015,3,0.0,0.014999999664723873
User1228,0.0,1,0.0,0.0
User1229,0.047,4,0.0,0.04699999839067459
User1232,0.0,1,0.0,0.0
User1241,0.0,1,0.0,0.0
User1237,0.0,1,0.0,0.0
User1242,0.031,1,0.0,0.03099999949336052
User1246,0.0,1,0.0,0.0
User1244,0.0,2,0.0,0.0
User1249,0.0,1,0.0,0.0
User1250,0.367,2,0.5,0.132999986410141
User1256,0.0,2,0.0,0.0
User1257,0.0,1,0.0,0.0
User1216,0.0,1,0.0,0.0
User1221,0.0,1,0.0,0.0
User1253,0.0,1,0.0,0.0
User1259,0.0,1,0.0,0.0
User1262,0.0,1,0.0,0.0
User1266,0.0,1,0.0,0.0
User1268,0.0,1,0.0,0.0
User1265,0.0,1,0.0,0.0
User1275,0.0,1,0.0,0.0
User1277,0.0,1,0.0,0.0
User1278,0.0,1,0.0,0.0
User1276,0.0,1,0.0,0.0
User1287,0.0,2,0.0,0.0
User1286,0.0,1,0.0,0.0
User1284,0.0,1,0.0,0.0
User1281,0.0,1,0.0,0.0
User1288,0.0,1,0.0,0.0
User1289,0.0,1,0.0,0.0
User1293,0.0,1,0.0,0.0
User1292,0.0,1,0.0,0.0
User1298,0.031,1,0.0,0.03099999949336052
User1303,0.0,2,0.0,0.0
User1306,0.0,1,0.0,0.0
User1307,0.0,2,0.0,0.0
User1301,0.0,1,0.0,0.0
User1311,0.0,1,0.0,0.0
User1316,0.486,2,0.5,0.013999998569488525
User1312,0.0,1,0.0,0.0
User1320,0.031,1,0.0,0.03099999949336052
User1321,0.0,1,0.0,0.0
User1323,0.04,4,0.0,0.03999999910593033
User1300,0.0,1,0.0,0.0
User1297,0.0,1,0.0,0.0
User1324,0.047,1,0.0,0.04699999839067459
User1325,0.009,5,0.0,0.008999999612569809
User1326,0.0,2,0.0,0.0
User1280,0.0,1,0.0,0.0
User1329,0.0,2,0.0,0.0
User1332,0.0,1,0.0,0.0
User1330,0.0,1,0.0,0.0
User1333,0.0,1,0.0,0.0
User1337,0.0,1,0.0,0.0
User1335,0.0,1,0.0,0.0
User1338,0.0,1,0.0,0.0
User1340,0.0,1,0.0,0.0
User1339,0.0,2,0.0,0.0
User1342,0.0,1,0.0,0.0
User1346,0.0,1,0.0,0.0
User1347,0.0,1,0.0,0.0
User1344,0.0,1,0.0,0.0
User1358,0.0,2,0.0,0.0
User1361,0.0,1,0.0,0.0
User1304,0.0,1,0.0,0.0
User1370,0.0,3,0.0,0.0
User1355,0.031,1,0.0,0.03099999949336052
User1354,0.0,1,0.0,0.0
User1375,0.0,1,0.0,0.0
User1378,0.0,1,0.0,0.0
User1380,0.486,2,0.5,0.013999998569488525
User1383,0.0,2,0.0,0.0
User1385,0.321,3,0.33333334,0.012333333492279053
User1349,0.0,1,0.0,0.0
User1328,0.0,1,0.0,0.0
User1388,0.0,1,0.0,0.0
User1391,0.0,1,0.0,0.0
User1395,0.0,1,0.0,0.0
User1397,0.0,1,0.0,0.0
User1404,0.0,1,0.0,0.0
User1405,0.0,1,0.0,0.0
User1409,0.0,1,0.0,0.0
User1417,0.0,1,0.0,0.0
User1418,0.0,1,0.0,0.0
User1419,0.0,2,0.0,0.0
User1422,0.0,1,0.0,0.0
User1427,0.0,2,0.0,0.0
User1371,0.0,1,0.0,0.0
User1430,0.047,1,0.0,0.04699999839067459
User1433,0.031,2,0.0,0.03099999949336052
User1435,0.0,1,0.0,0.0
User1438,0.0,1,0.0,0.0
User1445,0.577,4,0.5,0.07700002193450928
User1456,0.0,1,0.0,0.0
User1450,0.0,1,0.0,0.0
User1406,0.0,1,0.0,0.0
User1410,0.0,1,0.0,0.0
User1470,0.342,2,0.5,0.15799999237060547
User1461,0.0,2,0.0,0.0
User1471,0.0,1,0.0,0.0
User1472,0.649,8,0.625,0.02399998903274536
User1468,0.0,1,0.0,0.0
User1443,0.0,1,0.0,0.0
User1475,0.0,1,0.0,0.0
User1483,0.0,2,0.0,0.0
User1479,0.0,1,0.0,0.0
User1480,0.0,1,0.0,0.0
User1482,0.0,1,0.0,0.0
User1487,0.0,1,0.0,0.0
User1484,0.0,2,0.0,0.0
User1486,0.0,1,0.0,0.0
User1490,0.0,1,0.0,0.0
User1493,0.0,1,0.0,0.0
User1498,0.0,1,0.0,0.0
User1492,0.415,1,0.0,0.41499999165534973
User1503,0.0,1,0.0,0.0
User1514,0.0,2,0.0,0.0
User1506,0.486,2,0.5,0.013999998569488525
User1517,0.0,1,0.0,0.0
User1523,0.0,2,0.0,0.0
User1516,0.0,1,0.0,0.0
User1526,0.0,1,0.0,0.0
User1524,0.0,2,0.0,0.0
User1528,0.028,4,0.0,0.02800000086426735
User1500,0.0,1,0.0,0.0
User1536,0.0,3,0.0,0.0
User1529,0.0,1,0.0,0.0
User1537,0.0,1,0.0,0.0
User1533,0.0,1,0.0,0.0
User1540,0.031,1,0.0,0.03099999949336052
User1542,0.0,2,0.0,0.0
User1543,0.0,1,0.0,0.0
User1496,0.0,1,0.0,0.0
User1535,0.0,2,0.0,0.0
User1534,0.0,1,0.0,0.0
User1550,0.024,3,0.0,0.024000000208616257
User1552,0.354,2,0.5,0.1459999978542328
User1551,0.0,2,0.0,0.0
User1555,0.0,1,0.0,0.0
User1558,0.0,1,0.0,0.0
User1553,0.486,2,0.5,0.013999998569488525
User1560,0.0,1,0.0,0.0
User1562,0.0,2,0.0,0.0
User1563,0.0,1,0.0,0.0
User1569,0.0,1,0.0,0.0
User1567,0.0,1,0.0,0.0
User1570,0.066,1,0.0,0.06599999964237213
User1571,0.0,1,0.0,0.0
User1578,0.0,1,0.0,0.0
User1577,0.0,1,0.0,0.0
User1579,0.047,1,0.0,0.04699999839067459
User1586,0.0,1,0.0,0.0
User1561,0.0,1,0.0,0.0
User1593,0.013,3,0.0,0.013000000268220901
User1592,0.0,1,0.0,0.0
User1599,0.0,1,0.0,0.0
User1605,0.0,1,0.0,0.0
User1607,0.0,1,0.0,0.0
User1612,0.0,1,0.0,0.0
User1622,0.0,1,0.0,0.0
User1621,0.11,1,0.0,0.10999999940395355
User1581,0.0,1,0.0,0.0
User1619,0.0,1,0.0,0.0
User1624,0.019,4,0.0,0.01899999938905239
User1625,0.0,1,0.0,0.0
User1616,0.053,1,0.0,0.05299999937415123
User1629,0.405,3,0.33333334,0.0716666579246521
User1630,0.0,1,0.0,0.0
User1631,0.0,5,0.0,0.0
User1633,0.0,1,0.0,0.0
User1614,0.0,1,0.0,0.0
User1642,0.0,1,0.0,0.0
User1641,0.0,1,0.0,0.0
User1644,0.0,2,0.0,0.0
User1646,0.0,1,0.0,0.0
User1649,0.486,2,0.5,0.013999998569488525
User1648,0.0,1,0.0,0.0
User1655,0.338,5,0.4,0.062000006437301636
User1656,0.0,1,0.0,0.0
User1658,0.0,2,0.0,0.0
User1650,0.0,1,0.0,0.0
User1666,0.0,1,0.0,0.0
User1667,0.047,1,0.0,0.04699999839067459
User1662,0.0,1,0.0,0.0
User1669,0.0,3,0.0,0.0
User1639,0.0,1,0.0,0.0
User1674,0.066,1,0.0,0.06599999964237213
User1673,0.0,1,0.0,0.0
User1638,0.0,1,0.0,0.0
User1691,0.0,1,0.0,0.0
User1682,0.0,1,0.0,0.0
User1697,0.0,1,0.0,0.0
User1699,0.0,1,0.0,0.0
User1702,0.0,1,0.0,0.0
User1703,0.0,1,0.0,0.0
User1704,0.0,1,0.0,0.0
User1706,0.135,6,0.16666667,0.03166666626930237
User1668,0.0,1,0.0,0.0
User1705,0.486,2,0.5,0.013999998569488525
User1711,0.0,1,0.0,0.0
User1712,0.0,2,0.0,0.0
User1700,0.031,1,0.0,0.03099999949336052
User1718,0.086,11,0.09090909,0.00490909069776535
User1715,0.0,1,0.0,0.0
User1687,0.0,1,0.0,0.0
User1721,0.0,1,0.0,0.0
User1728,0.0,1,0.0,0.0
User1733,0.0,1,0.0,0.0
User1739,0.0,1,0.0,0.0
User1734,0.0,1,0.0,0.0
User1738,0.0,1,0.0,0.0
User1741,0.0,1,0.0,0.0
User1742,0.0,2,0.0,0.0
User1740,0.11,1,0.0,0.10999999940395355
User1744,0.031,2,0.0,0.03099999949336052
User1743,0.0,1,0.0,0.0
User1746,0.0,1,0.0,0.0
User1749,0.0,1,0.0,0.0
