RuleID,Atom_id,Negated,Model,Dataset,Fold_number,fold_id
GR2102,RVA1088,true,Model2,Data1,1,Fold1
GR2103,RVA1088,true,Model2,Data1,1,Fold1
GR2104,RVA1093,true,Model2,Data1,1,Fold1
GR2104,RVA5710,true,Model2,Data1,1,Fold1
GR2105,RVA1088,true,Model2,Data1,1,Fold1
GR2106,RVA1091,true,Model2,Data1,1,Fold1
GR2106,RVA9558,true,Model2,Data1,1,Fold1
GR2107,RVA1090,true,Model2,Data1,1,Fold1
GR2108,RVA1111,true,Model2,Data1,1,Fold1
GR2108,RVA5710,true,Model2,Data1,1,Fold1
GR2109,RVA1106,true,Model2,Data1,1,Fold1
GR2110,RVA1061,true,Model2,Data1,1,Fold1
GR2111,RVA1113,true,Model2,Data1,1,Fold1
GR2111,RVA844,true,Model2,Data1,1,Fold1
GR2112,RVA1115,true,Model2,Data1,1,Fold1
GR2113,RVA1107,true,Model2,Data1,1,Fold1
GR2114,RVA1107,true,Model2,Data1,1,Fold1
GR2115,RVA227,true,Model2,Data1,1,Fold1
GR2116,RVA1088,true,Model2,Data1,1,Fold1
GR2116,RVA5710,true,Model2,Data1,1,Fold1
GR2117,RVA1098,true,Model2,Data1,1,Fold1
GR2117,RVA724,true,Model2,Data1,1,Fold1
GR2118,RVA225,true,Model2,Data1,1,Fold1
GR2119,RVA1103,true,Model2,Data1,1,Fold1
GR2119,RVA8350,true,Model2,Data1,1,Fold1
GR2120,RVA221,true,Model2,Data1,1,Fold1
GR2120,RVA5710,true,Model2,Data1,1,Fold1
GR2121,RVA219,true,Model2,Data1,1,Fold1
GR2122,RVA217,true,Model2,Data1,1,Fold1
GR2123,RVA1106,true,Model2,Data1,1,Fold1
GR2124,RVA219,true,Model2,Data1,1,Fold1
GR2125,RVA217,true,Model2,Data1,1,Fold1
GR2126,RVA213,true,Model2,Data1,1,Fold1
GR2126,RVA845,true,Model2,Data1,1,Fold1
GR2127,RVA213,true,Model2,Data1,1,Fold1
GR2127,RVA844,true,Model2,Data1,1,Fold1
GR2128,RVA212,true,Model2,Data1,1,Fold1
GR2129,RVA215,true,Model2,Data1,1,Fold1
GR2130,RVA232,true,Model2,Data1,1,Fold1
GR2131,RVA245,true,Model2,Data1,1,Fold1
GR2132,RVA235,true,Model2,Data1,1,Fold1
GR2132,RVA8350,true,Model2,Data1,1,Fold1
GR2133,RVA270,true,Model2,Data1,1,Fold1
GR2134,RVA267,true,Model2,Data1,1,Fold1
GR2135,RVA233,true,Model2,Data1,1,Fold1
GR2136,RVA239,true,Model2,Data1,1,Fold1
GR2136,RVA724,true,Model2,Data1,1,Fold1
GR2137,RVA259,true,Model2,Data1,1,Fold1
GR2137,RVA8350,true,Model2,Data1,1,Fold1
GR2138,RVA261,true,Model2,Data1,1,Fold1
GR2139,RVA295,true,Model2,Data1,1,Fold1
GR2140,RVA255,true,Model2,Data1,1,Fold1
GR2141,RVA295,true,Model2,Data1,1,Fold1
GR2142,RVA292,true,Model2,Data1,1,Fold1
GR2143,RVA259,true,Model2,Data1,1,Fold1
GR2144,RVA290,true,Model2,Data1,1,Fold1
GR2144,RVA5710,true,Model2,Data1,1,Fold1
GR2145,RVA292,true,Model2,Data1,1,Fold1
GR2146,RVA263,true,Model2,Data1,1,Fold1
GR2147,RVA292,true,Model2,Data1,1,Fold1
GR2148,RVA292,true,Model2,Data1,1,Fold1
GR2149,RVA259,true,Model2,Data1,1,Fold1
GR2150,RVA292,true,Model2,Data1,1,Fold1
GR2150,RVA777,true,Model2,Data1,1,Fold1
GR2151,RVA292,true,Model2,Data1,1,Fold1
GR2151,RVA8356,true,Model2,Data1,1,Fold1
GR2152,RVA273,true,Model2,Data1,1,Fold1
GR2153,RVA283,true,Model2,Data1,1,Fold1
GR2154,RVA309,true,Model2,Data1,1,Fold1
GR2155,RVA306,true,Model2,Data1,1,Fold1
GR2155,RVA844,true,Model2,Data1,1,Fold1
GR2156,RVA318,true,Model2,Data1,1,Fold1
GR2157,RVA300,true,Model2,Data1,1,Fold1
GR2158,RVA292,true,Model2,Data1,1,Fold1
GR2158,RVA8368,true,Model2,Data1,1,Fold1
GR2159,RVA300,true,Model2,Data1,1,Fold1
GR2160,RVA366,true,Model2,Data1,1,Fold1
GR2161,RVA359,true,Model2,Data1,1,Fold1
GR2162,RVA369,true,Model2,Data1,1,Fold1
GR2162,RVA724,true,Model2,Data1,1,Fold1
GR2163,RVA323,true,Model2,Data1,1,Fold1
GR2164,RVA355,true,Model2,Data1,1,Fold1
GR2165,RVA343,true,Model2,Data1,1,Fold1
GR2165,RVA778,true,Model2,Data1,1,Fold1
GR2166,RVA336,true,Model2,Data1,1,Fold1
GR2167,RVA336,true,Model2,Data1,1,Fold1
GR2167,RVA5710,true,Model2,Data1,1,Fold1
GR2168,RVA375,true,Model2,Data1,1,Fold1
GR2169,RVA396,true,Model2,Data1,1,Fold1
GR2169,RVA754,true,Model2,Data1,1,Fold1
GR2170,RVA372,true,Model2,Data1,1,Fold1
GR2171,RVA400,true,Model2,Data1,1,Fold1
GR2172,RVA420,true,Model2,Data1,1,Fold1
GR2173,RVA416,true,Model2,Data1,1,Fold1
GR2174,RVA306,true,Model2,Data1,1,Fold1
GR2174,RVA845,true,Model2,Data1,1,Fold1
GR2175,RVA420,true,Model2,Data1,1,Fold1
GR2175,RVA8405,true,Model2,Data1,1,Fold1
GR2176,RVA411,true,Model2,Data1,1,Fold1
GR2176,RVA9558,true,Model2,Data1,1,Fold1
GR2177,RVA411,true,Model2,Data1,1,Fold1
GR2178,RVA419,true,Model2,Data1,1,Fold1
GR2179,RVA411,true,Model2,Data1,1,Fold1
GR2179,RVA5710,true,Model2,Data1,1,Fold1
GR2180,RVA407,true,Model2,Data1,1,Fold1
GR2181,RVA410,true,Model2,Data1,1,Fold1
GR2182,RVA405,true,Model2,Data1,1,Fold1
GR2183,RVA439,true,Model2,Data1,1,Fold1
GR2184,RVA439,true,Model2,Data1,1,Fold1
GR2185,RVA434,true,Model2,Data1,1,Fold1
GR2185,RVA5710,true,Model2,Data1,1,Fold1
GR2186,RVA434,true,Model2,Data1,1,Fold1
GR2187,RVA429,true,Model2,Data1,1,Fold1
GR2187,RVA5710,true,Model2,Data1,1,Fold1
GR2188,RVA459,true,Model2,Data1,1,Fold1
GR2189,RVA458,true,Model2,Data1,1,Fold1
GR2190,RVA452,true,Model2,Data1,1,Fold1
GR2191,RVA426,true,Model2,Data1,1,Fold1
GR2191,RVA9560,true,Model2,Data1,1,Fold1
GR2192,RVA4343,true,Model2,Data1,1,Fold1
GR2192,RVA844,true,Model2,Data1,1,Fold1
GR2193,RVA446,true,Model2,Data1,1,Fold1
GR2193,RVA754,true,Model2,Data1,1,Fold1
GR2194,RVA4341,true,Model2,Data1,1,Fold1
GR2194,RVA5710,true,Model2,Data1,1,Fold1
GR2195,RVA4347,true,Model2,Data1,1,Fold1
GR2196,RVA4367,true,Model2,Data1,1,Fold1
GR2197,RVA4337,true,Model2,Data1,1,Fold1
GR2197,RVA5710,true,Model2,Data1,1,Fold1
GR2198,RVA4337,true,Model2,Data1,1,Fold1
GR2199,RVA4367,true,Model2,Data1,1,Fold1
GR2200,RVA453,true,Model2,Data1,1,Fold1
GR2201,RVA4335,true,Model2,Data1,1,Fold1
GR2202,RVA4355,true,Model2,Data1,1,Fold1
GR2203,RVA4361,true,Model2,Data1,1,Fold1
GR2204,RVA4364,true,Model2,Data1,1,Fold1
GR2205,RVA4351,true,Model2,Data1,1,Fold1
GR2206,RVA4351,true,Model2,Data1,1,Fold1
GR2206,RVA5710,true,Model2,Data1,1,Fold1
GR2207,RVA4350,true,Model2,Data1,1,Fold1
GR2207,RVA778,true,Model2,Data1,1,Fold1
GR2208,RVA4353,true,Model2,Data1,1,Fold1
GR2209,RVA4380,true,Model2,Data1,1,Fold1
GR2210,RVA4382,true,Model2,Data1,1,Fold1
GR2211,RVA4376,true,Model2,Data1,1,Fold1
GR2211,RVA754,true,Model2,Data1,1,Fold1
GR2212,RVA4372,true,Model2,Data1,1,Fold1
GR2213,RVA4378,true,Model2,Data1,1,Fold1
GR2214,RVA4382,true,Model2,Data1,1,Fold1
GR2215,RVA4378,true,Model2,Data1,1,Fold1
GR2216,RVA4374,true,Model2,Data1,1,Fold1
GR2217,RVA4353,true,Model2,Data1,1,Fold1
GR2218,RVA4370,true,Model2,Data1,1,Fold1
GR2219,RVA4414,true,Model2,Data1,1,Fold1
GR2220,RVA4414,true,Model2,Data1,1,Fold1
GR2221,RVA4357,true,Model2,Data1,1,Fold1
GR2222,RVA4399,true,Model2,Data1,1,Fold1
GR2223,RVA4393,true,Model2,Data1,1,Fold1
GR2224,RVA4393,true,Model2,Data1,1,Fold1
GR2224,RVA8356,true,Model2,Data1,1,Fold1
GR2225,RVA4393,true,Model2,Data1,1,Fold1
GR2225,RVA8368,true,Model2,Data1,1,Fold1
GR2226,RVA4393,true,Model2,Data1,1,Fold1
GR2227,RVA4393,true,Model2,Data1,1,Fold1
GR2228,RVA4408,true,Model2,Data1,1,Fold1
GR2229,RVA4389,true,Model2,Data1,1,Fold1
GR2230,RVA4440,true,Model2,Data1,1,Fold1
GR2231,RVA4444,true,Model2,Data1,1,Fold1
GR2232,RVA4440,true,Model2,Data1,1,Fold1
GR2233,RVA4431,true,Model2,Data1,1,Fold1
GR2234,RVA4393,true,Model2,Data1,1,Fold1
GR2234,RVA5710,true,Model2,Data1,1,Fold1
GR2235,RVA4434,true,Model2,Data1,1,Fold1
GR2236,RVA4422,true,Model2,Data1,1,Fold1
GR2237,RVA4420,true,Model2,Data1,1,Fold1
GR2237,RVA724,true,Model2,Data1,1,Fold1
GR2238,RVA4431,true,Model2,Data1,1,Fold1
GR2239,RVA4463,true,Model2,Data1,1,Fold1
GR2240,RVA4470,true,Model2,Data1,1,Fold1
GR2241,RVA4473,true,Model2,Data1,1,Fold1
GR2242,RVA4463,true,Model2,Data1,1,Fold1
GR2243,RVA4463,true,Model2,Data1,1,Fold1
GR2244,RVA4467,true,Model2,Data1,1,Fold1
GR2245,RVA4467,true,Model2,Data1,1,Fold1
GR2246,RVA4463,true,Model2,Data1,1,Fold1
GR2247,RVA4467,true,Model2,Data1,1,Fold1
GR2248,RVA4467,true,Model2,Data1,1,Fold1
GR2249,RVA4449,true,Model2,Data1,1,Fold1
GR2249,RVA724,true,Model2,Data1,1,Fold1
GR2250,RVA4454,true,Model2,Data1,1,Fold1
GR2251,RVA4510,true,Model2,Data1,1,Fold1
GR2251,RVA724,true,Model2,Data1,1,Fold1
GR2252,RVA4498,true,Model2,Data1,1,Fold1
GR2252,RVA773,true,Model2,Data1,1,Fold1
GR2253,RVA4486,true,Model2,Data1,1,Fold1
GR2254,RVA4483,true,Model2,Data1,1,Fold1
GR2255,RVA4548,true,Model2,Data1,1,Fold1
GR2255,RVA756,true,Model2,Data1,1,Fold1
GR2256,RVA4510,true,Model2,Data1,1,Fold1
GR2256,RVA773,true,Model2,Data1,1,Fold1
GR2257,RVA4490,true,Model2,Data1,1,Fold1
GR2258,RVA4548,true,Model2,Data1,1,Fold1
GR2259,RVA4548,true,Model2,Data1,1,Fold1
GR2259,RVA777,true,Model2,Data1,1,Fold1
GR2260,RVA4506,true,Model2,Data1,1,Fold1
GR2260,RVA9558,true,Model2,Data1,1,Fold1
GR2261,RVA4458,true,Model2,Data1,1,Fold1
GR2262,RVA4548,true,Model2,Data1,1,Fold1
GR2263,RVA4548,true,Model2,Data1,1,Fold1
GR2264,RVA4548,true,Model2,Data1,1,Fold1
GR2265,RVA4548,true,Model2,Data1,1,Fold1
GR2266,RVA4548,true,Model2,Data1,1,Fold1
GR2266,RVA8368,true,Model2,Data1,1,Fold1
GR2267,RVA4548,true,Model2,Data1,1,Fold1
GR2268,RVA4548,true,Model2,Data1,1,Fold1
GR2268,RVA5710,true,Model2,Data1,1,Fold1
GR2269,RVA4550,true,Model2,Data1,1,Fold1
GR2270,RVA4548,true,Model2,Data1,1,Fold1
GR2271,RVA4548,true,Model2,Data1,1,Fold1
GR2272,RVA4548,true,Model2,Data1,1,Fold1
GR2273,RVA4534,true,Model2,Data1,1,Fold1
GR2274,RVA4570,true,Model2,Data1,1,Fold1
GR2275,RVA4531,true,Model2,Data1,1,Fold1
GR2276,RVA4548,true,Model2,Data1,1,Fold1
GR2276,RVA778,true,Model2,Data1,1,Fold1
GR2277,RVA4568,true,Model2,Data1,1,Fold1
GR2278,RVA4559,true,Model2,Data1,1,Fold1
GR2279,RVA4548,true,Model2,Data1,1,Fold1
GR2279,RVA9560,true,Model2,Data1,1,Fold1
GR2280,RVA4565,true,Model2,Data1,1,Fold1
GR2280,RVA5710,true,Model2,Data1,1,Fold1
GR2281,RVA4566,true,Model2,Data1,1,Fold1
GR2282,RVA4548,true,Model2,Data1,1,Fold1
GR2283,RVA4559,true,Model2,Data1,1,Fold1
GR2283,RVA5710,true,Model2,Data1,1,Fold1
GR2284,RVA4560,true,Model2,Data1,1,Fold1
GR2285,RVA4559,true,Model2,Data1,1,Fold1
GR2286,RVA4554,true,Model2,Data1,1,Fold1
GR2287,RVA4559,true,Model2,Data1,1,Fold1
GR2288,RVA4603,true,Model2,Data1,1,Fold1
GR2289,RVA4602,true,Model2,Data1,1,Fold1
GR2290,RVA4599,true,Model2,Data1,1,Fold1
GR2290,RVA8356,true,Model2,Data1,1,Fold1
GR2291,RVA4596,true,Model2,Data1,1,Fold1
GR2292,RVA4582,true,Model2,Data1,1,Fold1
GR2293,RVA4589,true,Model2,Data1,1,Fold1
GR2293,RVA5710,true,Model2,Data1,1,Fold1
GR2294,RVA4582,true,Model2,Data1,1,Fold1
GR2295,RVA4585,true,Model2,Data1,1,Fold1
GR2296,RVA4577,true,Model2,Data1,1,Fold1
GR2297,RVA3760,true,Model2,Data1,1,Fold1
GR2298,RVA4594,true,Model2,Data1,1,Fold1
GR2298,RVA5710,true,Model2,Data1,1,Fold1
GR2299,RVA3760,true,Model2,Data1,1,Fold1
GR2300,RVA4594,true,Model2,Data1,1,Fold1
GR2301,RVA4585,true,Model2,Data1,1,Fold1
GR2301,RVA8350,true,Model2,Data1,1,Fold1
GR2302,RVA3759,true,Model2,Data1,1,Fold1
GR2303,RVA3758,true,Model2,Data1,1,Fold1
GR2304,RVA3754,true,Model2,Data1,1,Fold1
GR2305,RVA3756,true,Model2,Data1,1,Fold1
GR2306,RVA3757,true,Model2,Data1,1,Fold1
GR2306,RVA754,true,Model2,Data1,1,Fold1
GR2307,RVA3754,true,Model2,Data1,1,Fold1
GR2308,RVA3754,true,Model2,Data1,1,Fold1
GR2309,RVA3770,true,Model2,Data1,1,Fold1
GR2310,RVA3754,true,Model2,Data1,1,Fold1
GR2311,RVA3767,true,Model2,Data1,1,Fold1
GR2312,RVA3768,true,Model2,Data1,1,Fold1
GR2313,RVA3764,true,Model2,Data1,1,Fold1
GR2313,RVA5710,true,Model2,Data1,1,Fold1
GR2314,RVA3761,true,Model2,Data1,1,Fold1
GR2314,RVA5710,true,Model2,Data1,1,Fold1
GR2315,RVA3762,true,Model2,Data1,1,Fold1
GR2316,RVA3775,true,Model2,Data1,1,Fold1
GR2316,RVA9559,true,Model2,Data1,1,Fold1
GR2317,RVA3780,true,Model2,Data1,1,Fold1
GR2317,RVA8350,true,Model2,Data1,1,Fold1
GR2318,RVA3772,true,Model2,Data1,1,Fold1
GR2319,RVA3773,true,Model2,Data1,1,Fold1
GR2320,RVA3775,true,Model2,Data1,1,Fold1
GR2321,RVA3775,true,Model2,Data1,1,Fold1
GR2321,RVA5710,true,Model2,Data1,1,Fold1
GR2322,RVA3798,true,Model2,Data1,1,Fold1
GR2323,RVA3774,true,Model2,Data1,1,Fold1
GR2323,RVA5710,true,Model2,Data1,1,Fold1
GR2324,RVA3799,true,Model2,Data1,1,Fold1
GR2324,RVA844,true,Model2,Data1,1,Fold1
GR2325,RVA3799,true,Model2,Data1,1,Fold1
GR2325,RVA845,true,Model2,Data1,1,Fold1
GR2326,RVA3795,true,Model2,Data1,1,Fold1
GR2327,RVA3784,true,Model2,Data1,1,Fold1
GR2328,RVA3782,true,Model2,Data1,1,Fold1
GR2329,RVA3789,true,Model2,Data1,1,Fold1
GR2329,RVA9558,true,Model2,Data1,1,Fold1
GR2330,RVA3796,true,Model2,Data1,1,Fold1
GR2330,RVA8356,true,Model2,Data1,1,Fold1
GR2331,RVA3817,true,Model2,Data1,1,Fold1
GR2332,RVA3812,true,Model2,Data1,1,Fold1
GR2333,RVA3809,true,Model2,Data1,1,Fold1
GR2334,RVA3773,true,Model2,Data1,1,Fold1
GR2334,RVA8357,true,Model2,Data1,1,Fold1
GR2335,RVA3809,true,Model2,Data1,1,Fold1
GR2336,RVA3809,true,Model2,Data1,1,Fold1
GR2337,RVA3809,true,Model2,Data1,1,Fold1
GR2338,RVA3809,true,Model2,Data1,1,Fold1
GR2338,RVA8355,true,Model2,Data1,1,Fold1
GR2339,RVA3818,true,Model2,Data1,1,Fold1
GR2340,RVA3809,true,Model2,Data1,1,Fold1
GR2341,RVA3802,true,Model2,Data1,1,Fold1
GR2342,RVA3839,true,Model2,Data1,1,Fold1
GR2343,RVA3831,true,Model2,Data1,1,Fold1
GR2343,RVA9557,true,Model2,Data1,1,Fold1
GR2344,RVA3810,true,Model2,Data1,1,Fold1
GR2345,RVA3837,true,Model2,Data1,1,Fold1
GR2346,RVA3832,true,Model2,Data1,1,Fold1
GR2346,RVA8355,true,Model2,Data1,1,Fold1
GR2347,RVA3831,true,Model2,Data1,1,Fold1
GR2347,RVA848,true,Model2,Data1,1,Fold1
GR2348,RVA3828,true,Model2,Data1,1,Fold1
GR2349,RVA3828,true,Model2,Data1,1,Fold1
GR2350,RVA3823,true,Model2,Data1,1,Fold1
GR2351,RVA3853,true,Model2,Data1,1,Fold1
GR2352,RVA3826,true,Model2,Data1,1,Fold1
GR2353,RVA3853,true,Model2,Data1,1,Fold1
GR2354,RVA3859,true,Model2,Data1,1,Fold1
GR2355,RVA3853,true,Model2,Data1,1,Fold1
GR2355,RVA8405,true,Model2,Data1,1,Fold1
GR2356,RVA3879,true,Model2,Data1,1,Fold1
GR2357,RVA3874,true,Model2,Data1,1,Fold1
GR2358,RVA3849,true,Model2,Data1,1,Fold1
GR2358,RVA8355,true,Model2,Data1,1,Fold1
GR2359,RVA3868,true,Model2,Data1,1,Fold1
GR2360,RVA3862,true,Model2,Data1,1,Fold1
GR2361,RVA3910,true,Model2,Data1,1,Fold1
GR2362,RVA3862,true,Model2,Data1,1,Fold1
GR2362,RVA8357,true,Model2,Data1,1,Fold1
GR2363,RVA3907,true,Model2,Data1,1,Fold1
GR2364,RVA3879,true,Model2,Data1,1,Fold1
GR2365,RVA3907,true,Model2,Data1,1,Fold1
GR2366,RVA3909,true,Model2,Data1,1,Fold1
GR2367,RVA3903,true,Model2,Data1,1,Fold1
GR2367,RVA8356,true,Model2,Data1,1,Fold1
GR2368,RVA3864,true,Model2,Data1,1,Fold1
GR2369,RVA3894,true,Model2,Data1,1,Fold1
GR2370,RVA3937,true,Model2,Data1,1,Fold1
GR2371,RVA3891,true,Model2,Data1,1,Fold1
GR2372,RVA3936,true,Model2,Data1,1,Fold1
GR2372,RVA8356,true,Model2,Data1,1,Fold1
GR2373,RVA3928,true,Model2,Data1,1,Fold1
GR2374,RVA3924,true,Model2,Data1,1,Fold1
GR2375,RVA3922,true,Model2,Data1,1,Fold1
GR2375,RVA8356,true,Model2,Data1,1,Fold1
GR2376,RVA3217,true,Model2,Data1,1,Fold1
GR2376,RVA5710,true,Model2,Data1,1,Fold1
GR2377,RVA3217,true,Model2,Data1,1,Fold1
GR2378,RVA3216,true,Model2,Data1,1,Fold1
GR2379,RVA3211,true,Model2,Data1,1,Fold1
GR2380,RVA3213,true,Model2,Data1,1,Fold1
GR2381,RVA3215,true,Model2,Data1,1,Fold1
GR2381,RVA778,true,Model2,Data1,1,Fold1
GR2382,RVA3207,true,Model2,Data1,1,Fold1
GR2382,RVA8353,true,Model2,Data1,1,Fold1
GR2383,RVA3207,true,Model2,Data1,1,Fold1
GR2383,RVA8352,true,Model2,Data1,1,Fold1
GR2384,RVA3207,true,Model2,Data1,1,Fold1
GR2385,RVA3207,true,Model2,Data1,1,Fold1
GR2385,RVA8351,true,Model2,Data1,1,Fold1
GR2386,RVA3207,true,Model2,Data1,1,Fold1
GR2387,RVA3207,true,Model2,Data1,1,Fold1
GR2388,RVA3207,true,Model2,Data1,1,Fold1
GR2389,RVA3207,true,Model2,Data1,1,Fold1
GR2390,RVA3207,true,Model2,Data1,1,Fold1
GR2391,RVA3207,true,Model2,Data1,1,Fold1
GR2392,RVA3207,true,Model2,Data1,1,Fold1
GR2393,RVA3203,true,Model2,Data1,1,Fold1
GR2394,RVA3238,true,Model2,Data1,1,Fold1
GR2395,RVA3238,true,Model2,Data1,1,Fold1
GR2396,RVA3203,true,Model2,Data1,1,Fold1
GR2397,RVA3238,true,Model2,Data1,1,Fold1
GR2398,RVA3238,true,Model2,Data1,1,Fold1
GR2399,RVA3238,true,Model2,Data1,1,Fold1
GR2400,RVA3207,true,Model2,Data1,1,Fold1
GR2401,RVA3233,true,Model2,Data1,1,Fold1
GR2402,RVA3238,true,Model2,Data1,1,Fold1
GR2403,RVA3231,true,Model2,Data1,1,Fold1
GR2404,RVA3238,true,Model2,Data1,1,Fold1
GR2405,RVA3247,true,Model2,Data1,1,Fold1
GR2405,RVA8357,true,Model2,Data1,1,Fold1
GR2406,RVA3248,true,Model2,Data1,1,Fold1
GR2407,RVA3247,true,Model2,Data1,1,Fold1
GR2408,RVA3243,true,Model2,Data1,1,Fold1
GR2409,RVA3245,true,Model2,Data1,1,Fold1
GR2410,RVA3241,true,Model2,Data1,1,Fold1
GR2411,RVA3240,true,Model2,Data1,1,Fold1
GR2412,RVA3264,true,Model2,Data1,1,Fold1
GR2413,RVA3241,true,Model2,Data1,1,Fold1
GR2413,RVA8355,true,Model2,Data1,1,Fold1
GR2414,RVA3262,true,Model2,Data1,1,Fold1
GR2415,RVA3262,true,Model2,Data1,1,Fold1
GR2416,RVA3262,true,Model2,Data1,1,Fold1
GR2417,RVA3262,true,Model2,Data1,1,Fold1
GR2417,RVA8368,true,Model2,Data1,1,Fold1
GR2418,RVA3249,true,Model2,Data1,1,Fold1
GR2419,RVA3285,true,Model2,Data1,1,Fold1
GR2420,RVA3279,true,Model2,Data1,1,Fold1
GR2421,RVA3273,true,Model2,Data1,1,Fold1
GR2421,RVA844,true,Model2,Data1,1,Fold1
GR2422,RVA3303,true,Model2,Data1,1,Fold1
GR2423,RVA3298,true,Model2,Data1,1,Fold1
GR2424,RVA3295,true,Model2,Data1,1,Fold1
GR2424,RVA5710,true,Model2,Data1,1,Fold1
GR2425,RVA3296,true,Model2,Data1,1,Fold1
GR2425,RVA844,true,Model2,Data1,1,Fold1
GR2426,RVA3323,true,Model2,Data1,1,Fold1
GR2427,RVA3296,true,Model2,Data1,1,Fold1
GR2427,RVA845,true,Model2,Data1,1,Fold1
GR2428,RVA3319,true,Model2,Data1,1,Fold1
GR2429,RVA3323,true,Model2,Data1,1,Fold1
GR2429,RVA8405,true,Model2,Data1,1,Fold1
GR2430,RVA3312,true,Model2,Data1,1,Fold1
GR2431,RVA3282,true,Model2,Data1,1,Fold1
GR2431,RVA5710,true,Model2,Data1,1,Fold1
GR2432,RVA3318,true,Model2,Data1,1,Fold1
GR2432,RVA9560,true,Model2,Data1,1,Fold1
GR2433,RVA3321,true,Model2,Data1,1,Fold1
GR2433,RVA723,true,Model2,Data1,1,Fold1
GR2434,RVA3345,true,Model2,Data1,1,Fold1
GR2435,RVA3338,true,Model2,Data1,1,Fold1
GR2435,RVA844,true,Model2,Data1,1,Fold1
GR2436,RVA3340,true,Model2,Data1,1,Fold1
GR2436,RVA8368,true,Model2,Data1,1,Fold1
GR2437,RVA3340,true,Model2,Data1,1,Fold1
GR2438,RVA3344,true,Model2,Data1,1,Fold1
GR2439,RVA3273,true,Model2,Data1,1,Fold1
GR2439,RVA845,true,Model2,Data1,1,Fold1
GR2440,RVA3254,true,Model2,Data1,1,Fold1
GR2440,RVA724,true,Model2,Data1,1,Fold1
GR2441,RVA3331,true,Model2,Data1,1,Fold1
GR2442,RVA3326,true,Model2,Data1,1,Fold1
GR2442,RVA9558,true,Model2,Data1,1,Fold1
GR2443,RVA3334,true,Model2,Data1,1,Fold1
GR2444,RVA3363,true,Model2,Data1,1,Fold1
GR2445,RVA3326,true,Model2,Data1,1,Fold1
GR2446,RVA3356,true,Model2,Data1,1,Fold1
GR2447,RVA3353,true,Model2,Data1,1,Fold1
GR2447,RVA773,true,Model2,Data1,1,Fold1
GR2448,RVA3360,true,Model2,Data1,1,Fold1
GR2449,RVA3353,true,Model2,Data1,1,Fold1
GR2449,RVA778,true,Model2,Data1,1,Fold1
GR2450,RVA3380,true,Model2,Data1,1,Fold1
GR2450,RVA778,true,Model2,Data1,1,Fold1
GR2451,RVA3382,true,Model2,Data1,1,Fold1
GR2452,RVA3376,true,Model2,Data1,1,Fold1
GR2453,RVA3383,true,Model2,Data1,1,Fold1
GR2454,RVA3378,true,Model2,Data1,1,Fold1
GR2455,RVA3367,true,Model2,Data1,1,Fold1
GR2456,RVA3378,true,Model2,Data1,1,Fold1
GR2456,RVA8405,true,Model2,Data1,1,Fold1
GR2457,RVA3370,true,Model2,Data1,1,Fold1
GR2458,RVA3371,true,Model2,Data1,1,Fold1
GR2459,RVA3370,true,Model2,Data1,1,Fold1
GR2459,RVA8405,true,Model2,Data1,1,Fold1
GR2460,RVA2699,true,Model2,Data1,1,Fold1
GR2461,RVA2700,true,Model2,Data1,1,Fold1
GR2462,RVA2701,true,Model2,Data1,1,Fold1
GR2463,RVA2697,true,Model2,Data1,1,Fold1
GR2464,RVA2693,true,Model2,Data1,1,Fold1
GR2465,RVA2696,true,Model2,Data1,1,Fold1
GR2465,RVA844,true,Model2,Data1,1,Fold1
GR2466,RVA2700,true,Model2,Data1,1,Fold1
GR2466,RVA5710,true,Model2,Data1,1,Fold1
GR2467,RVA2696,true,Model2,Data1,1,Fold1
GR2467,RVA848,true,Model2,Data1,1,Fold1
GR2468,RVA2692,true,Model2,Data1,1,Fold1
GR2468,RVA9558,true,Model2,Data1,1,Fold1
GR2469,RVA2693,true,Model2,Data1,1,Fold1
GR2470,RVA2694,true,Model2,Data1,1,Fold1
GR2471,RVA2693,true,Model2,Data1,1,Fold1
GR2472,RVA2710,true,Model2,Data1,1,Fold1
GR2472,RVA724,true,Model2,Data1,1,Fold1
GR2473,RVA2709,true,Model2,Data1,1,Fold1
GR2473,RVA754,true,Model2,Data1,1,Fold1
GR2474,RVA2708,true,Model2,Data1,1,Fold1
GR2474,RVA836,true,Model2,Data1,1,Fold1
GR2475,RVA2709,true,Model2,Data1,1,Fold1
GR2475,RVA845,true,Model2,Data1,1,Fold1
GR2476,RVA2704,true,Model2,Data1,1,Fold1
GR2477,RVA2709,true,Model2,Data1,1,Fold1
GR2477,RVA848,true,Model2,Data1,1,Fold1
GR2478,RVA2706,true,Model2,Data1,1,Fold1
GR2478,RVA5710,true,Model2,Data1,1,Fold1
GR2479,RVA2702,true,Model2,Data1,1,Fold1
GR2479,RVA844,true,Model2,Data1,1,Fold1
GR2480,RVA2707,true,Model2,Data1,1,Fold1
GR2480,RVA5710,true,Model2,Data1,1,Fold1
GR2481,RVA2702,true,Model2,Data1,1,Fold1
GR2481,RVA845,true,Model2,Data1,1,Fold1
GR2482,RVA2703,true,Model2,Data1,1,Fold1
GR2483,RVA2729,true,Model2,Data1,1,Fold1
GR2484,RVA2726,true,Model2,Data1,1,Fold1
GR2485,RVA2722,true,Model2,Data1,1,Fold1
GR2485,RVA778,true,Model2,Data1,1,Fold1
